"","country","year","series","value"
"2035","Trinidad and Tobago",1995,"Tourist/visitor arrivals (thousands)",260
"2036","Trinidad and Tobago",2005,"Tourist/visitor arrivals (thousands)",463
"2037","Trinidad and Tobago",2010,"Tourist/visitor arrivals (thousands)",388
"2038","Trinidad and Tobago",2016,"Tourist/visitor arrivals (thousands)",409
"2039","Trinidad and Tobago",2017,"Tourist/visitor arrivals (thousands)",395
"2040","Trinidad and Tobago",2018,"Tourist/visitor arrivals (thousands)",375
"2041","Trinidad and Tobago",1995,"Tourism expenditure (millions of US dollars)",232
"2042","Trinidad and Tobago",2005,"Tourism expenditure (millions of US dollars)",593
"2043","Trinidad and Tobago",2010,"Tourism expenditure (millions of US dollars)",630
"2044","Trinidad and Tobago",2016,"Tourism expenditure (millions of US dollars)",708
"2045","Trinidad and Tobago",2017,"Tourism expenditure (millions of US dollars)",717
"2046","Trinidad and Tobago",2018,"Tourism expenditure (millions of US dollars)",541
"2047","Tunisia",1995,"Tourist/visitor arrivals (thousands)",4120
"2048","Tunisia",2005,"Tourist/visitor arrivals (thousands)",6378
"2049","Tunisia",2010,"Tourist/visitor arrivals (thousands)",7828
"2050","Tunisia",2016,"Tourist/visitor arrivals (thousands)",5724
"2051","Tunisia",2017,"Tourist/visitor arrivals (thousands)",7052
"2052","Tunisia",2018,"Tourist/visitor arrivals (thousands)",8299
"2053","Tunisia",1995,"Tourism expenditure (millions of US dollars)",1838
"2054","Tunisia",2005,"Tourism expenditure (millions of US dollars)",2800
"2055","Tunisia",2010,"Tourism expenditure (millions of US dollars)",3477
"2056","Tunisia",2016,"Tourism expenditure (millions of US dollars)",1706
"2057","Tunisia",2017,"Tourism expenditure (millions of US dollars)",1782
"2058","Tunisia",2018,"Tourism expenditure (millions of US dollars)",2320
"2059","Turkey",1995,"Tourist/visitor arrivals (thousands)",7083
"2060","Turkey",2005,"Tourist/visitor arrivals (thousands)",20273
"2061","Turkey",2010,"Tourist/visitor arrivals (thousands)",31364
"2062","Turkey",2016,"Tourist/visitor arrivals (thousands)",30289
"2063","Turkey",2017,"Tourist/visitor arrivals (thousands)",37601
"2064","Turkey",2018,"Tourist/visitor arrivals (thousands)",45768
"2065","Turkey",2005,"Tourism expenditure (millions of US dollars)",20760
"2066","Turkey",2010,"Tourism expenditure (millions of US dollars)",26318
"2067","Turkey",2016,"Tourism expenditure (millions of US dollars)",26788
"2068","Turkey",2017,"Tourism expenditure (millions of US dollars)",31870
"2069","Turkey",2018,"Tourism expenditure (millions of US dollars)",37140
"2070","Turkmenistan",1995,"Tourist/visitor arrivals (thousands)",218
"2071","Turkmenistan",2005,"Tourist/visitor arrivals (thousands)",11.6
"2072","Turks and Caicos Islands",1995,"Tourist/visitor arrivals (thousands)",79
"2073","Turks and Caicos Islands",2005,"Tourist/visitor arrivals (thousands)",176
"2074","Turks and Caicos Islands",2010,"Tourist/visitor arrivals (thousands)",281
"2075","Turks and Caicos Islands",2016,"Tourist/visitor arrivals (thousands)",449
"2076","Turks and Caicos Islands",2017,"Tourist/visitor arrivals (thousands)",416.4
"2077","Turks and Caicos Islands",2018,"Tourist/visitor arrivals (thousands)",441
"2078","Turks and Caicos Islands",1995,"Tourism expenditure (millions of US dollars)",53
"2079","Tuvalu",1995,"Tourist/visitor arrivals (thousands)",0.9
"2080","Tuvalu",2005,"Tourist/visitor arrivals (thousands)",1.1
"2081","Tuvalu",2010,"Tourist/visitor arrivals (thousands)",1.7
"2082","Tuvalu",2016,"Tourist/visitor arrivals (thousands)",2.5
"2083","Tuvalu",2017,"Tourist/visitor arrivals (thousands)",2.5
"2084","Tuvalu",2018,"Tourist/visitor arrivals (thousands)",2.7
"2085","Tuvalu",2005,"Tourism expenditure (millions of US dollars)",1.2
"2086","Tuvalu",2010,"Tourism expenditure (millions of US dollars)",2.4
"2087","Uganda",1995,"Tourist/visitor arrivals (thousands)",160
"2088","Uganda",2005,"Tourist/visitor arrivals (thousands)",468
"2089","Uganda",2010,"Tourist/visitor arrivals (thousands)",946
"2090","Uganda",2016,"Tourist/visitor arrivals (thousands)",1323
"2091","Uganda",2017,"Tourist/visitor arrivals (thousands)",1402
"2092","Uganda",2005,"Tourism expenditure (millions of US dollars)",382
"2093","Uganda",2010,"Tourism expenditure (millions of US dollars)",802
"2094","Uganda",2016,"Tourism expenditure (millions of US dollars)",1118
"2095","Uganda",2017,"Tourism expenditure (millions of US dollars)",957
"2096","Uganda",2018,"Tourism expenditure (millions of US dollars)",1044
"2097","Ukraine",1995,"Tourist/visitor arrivals (thousands)",3716
"2098","Ukraine",2005,"Tourist/visitor arrivals (thousands)",17631
"2099","Ukraine",2010,"Tourist/visitor arrivals (thousands)",21203
"2100","Ukraine",2016,"Tourist/visitor arrivals (thousands)",13333
"2101","Ukraine",2017,"Tourist/visitor arrivals (thousands)",14230
"2102","Ukraine",2018,"Tourist/visitor arrivals (thousands)",14104
"2103","Ukraine",2005,"Tourism expenditure (millions of US dollars)",3542
"2104","Ukraine",2010,"Tourism expenditure (millions of US dollars)",4696
"2105","Ukraine",2016,"Tourism expenditure (millions of US dollars)",1723
"2106","Ukraine",2017,"Tourism expenditure (millions of US dollars)",2019
"2107","Ukraine",2018,"Tourism expenditure (millions of US dollars)",2269
"2108","United Arab Emirates",1995,"Tourist/visitor arrivals (thousands)",2315
"2109","United Arab Emirates",2005,"Tourist/visitor arrivals (thousands)",7126
"2110","United Arab Emirates",2016,"Tourist/visitor arrivals (thousands)",18967
"2111","United Arab Emirates",2017,"Tourist/visitor arrivals (thousands)",20394
"2112","United Arab Emirates",2018,"Tourist/visitor arrivals (thousands)",21286
"2113","United Arab Emirates",1995,"Tourism expenditure (millions of US dollars)",632
"2114","United Arab Emirates",2005,"Tourism expenditure (millions of US dollars)",3218
"2115","United Arab Emirates",2010,"Tourism expenditure (millions of US dollars)",8577
"2116","United Arab Emirates",2016,"Tourism expenditure (millions of US dollars)",19496
"2117","United Arab Emirates",2017,"Tourism expenditure (millions of US dollars)",21048
"2118","United Arab Emirates",2018,"Tourism expenditure (millions of US dollars)",21390
"2119","United Kingdom",1995,"Tourist/visitor arrivals (thousands)",21719
"2120","United Kingdom",2005,"Tourist/visitor arrivals (thousands)",28039
"2121","United Kingdom",2010,"Tourist/visitor arrivals (thousands)",28295
"2122","United Kingdom",2016,"Tourist/visitor arrivals (thousands)",35814
"2123","United Kingdom",2017,"Tourist/visitor arrivals (thousands)",37651
"2124","United Kingdom",2018,"Tourist/visitor arrivals (thousands)",36316
"2125","United Kingdom",1995,"Tourism expenditure (millions of US dollars)",27577
"2126","United Kingdom",2005,"Tourism expenditure (millions of US dollars)",32948
"2127","United Kingdom",2010,"Tourism expenditure (millions of US dollars)",34715
"2128","United Kingdom",2016,"Tourism expenditure (millions of US dollars)",47777
"2129","United Kingdom",2017,"Tourism expenditure (millions of US dollars)",47719
"2130","United Kingdom",2018,"Tourism expenditure (millions of US dollars)",48515
"2131","United Rep. of Tanzania",1995,"Tourist/visitor arrivals (thousands)",285
"2132","United Rep. of Tanzania",2005,"Tourist/visitor arrivals (thousands)",590
"2133","United Rep. of Tanzania",2010,"Tourist/visitor arrivals (thousands)",754
"2134","United Rep. of Tanzania",2016,"Tourist/visitor arrivals (thousands)",1233
"2135","United Rep. of Tanzania",2017,"Tourist/visitor arrivals (thousands)",1275
"2136","United Rep. of Tanzania",2018,"Tourist/visitor arrivals (thousands)",1378
"2137","United Rep. of Tanzania",2005,"Tourism expenditure (millions of US dollars)",835
"2138","United Rep. of Tanzania",2010,"Tourism expenditure (millions of US dollars)",1279
"2139","United Rep. of Tanzania",2016,"Tourism expenditure (millions of US dollars)",2149
"2140","United Rep. of Tanzania",2017,"Tourism expenditure (millions of US dollars)",2265
"2141","United Rep. of Tanzania",2018,"Tourism expenditure (millions of US dollars)",2465
"2142","United States of America",1995,"Tourist/visitor arrivals (thousands)",43318
"2143","United States of America",2005,"Tourist/visitor arrivals (thousands)",49206
"2144","United States of America",2010,"Tourist/visitor arrivals (thousands)",60010
"2145","United States of America",2016,"Tourist/visitor arrivals (thousands)",76407.488
"2146","United States of America",2017,"Tourist/visitor arrivals (thousands)",77186.746
"2147","United States of America",2018,"Tourist/visitor arrivals (thousands)",79745.918
"2148","United States of America",1995,"Tourism expenditure (millions of US dollars)",93743
"2149","United States of America",2005,"Tourism expenditure (millions of US dollars)",122077
"2150","United States of America",2010,"Tourism expenditure (millions of US dollars)",167996
"2151","United States of America",2016,"Tourism expenditure (millions of US dollars)",245991
"2152","United States of America",2017,"Tourism expenditure (millions of US dollars)",251544
"2153","United States of America",2018,"Tourism expenditure (millions of US dollars)",256145
"2154","United States Virgin Islands",1995,"Tourist/visitor arrivals (thousands)",454
"2155","United States Virgin Islands",2005,"Tourist/visitor arrivals (thousands)",594
"2156","United States Virgin Islands",2010,"Tourist/visitor arrivals (thousands)",572
"2157","United States Virgin Islands",2016,"Tourist/visitor arrivals (thousands)",667
"2158","United States Virgin Islands",2017,"Tourist/visitor arrivals (thousands)",535
"2159","United States Virgin Islands",2018,"Tourist/visitor arrivals (thousands)",381
"2160","United States Virgin Islands",1995,"Tourism expenditure (millions of US dollars)",822
"2161","United States Virgin Islands",2005,"Tourism expenditure (millions of US dollars)",1432
"2162","United States Virgin Islands",2010,"Tourism expenditure (millions of US dollars)",1223
"2163","United States Virgin Islands",2016,"Tourism expenditure (millions of US dollars)",1343
"2164","United States Virgin Islands",2017,"Tourism expenditure (millions of US dollars)",1202
"2165","United States Virgin Islands",2018,"Tourism expenditure (millions of US dollars)",1046
"2166","Uruguay",1995,"Tourist/visitor arrivals (thousands)",2022
"2167","Uruguay",2005,"Tourist/visitor arrivals (thousands)",1808
"2168","Uruguay",2010,"Tourist/visitor arrivals (thousands)",2353
"2169","Uruguay",2016,"Tourist/visitor arrivals (thousands)",3037
"2170","Uruguay",2017,"Tourist/visitor arrivals (thousands)",3674
"2171","Uruguay",2018,"Tourist/visitor arrivals (thousands)",3469
"2172","Uruguay",1995,"Tourism expenditure (millions of US dollars)",725
"2173","Uruguay",2005,"Tourism expenditure (millions of US dollars)",699
"2174","Uruguay",2010,"Tourism expenditure (millions of US dollars)",1669
"2175","Uruguay",2016,"Tourism expenditure (millions of US dollars)",2182
"2176","Uruguay",2017,"Tourism expenditure (millions of US dollars)",2660
"2177","Uruguay",2018,"Tourism expenditure (millions of US dollars)",2439
"2178","Uzbekistan",1995,"Tourist/visitor arrivals (thousands)",92
"2179","Uzbekistan",2005,"Tourist/visitor arrivals (thousands)",242
"2180","Uzbekistan",2010,"Tourist/visitor arrivals (thousands)",975
"2181","Uzbekistan",2016,"Tourist/visitor arrivals (thousands)",2027
"2182","Uzbekistan",2017,"Tourist/visitor arrivals (thousands)",2690
"2183","Uzbekistan",2018,"Tourist/visitor arrivals (thousands)",5346
"2184","Uzbekistan",2005,"Tourism expenditure (millions of US dollars)",28
"2185","Uzbekistan",2010,"Tourism expenditure (millions of US dollars)",121
"2186","Uzbekistan",2016,"Tourism expenditure (millions of US dollars)",458
"2187","Uzbekistan",2017,"Tourism expenditure (millions of US dollars)",689
"2188","Uzbekistan",2018,"Tourism expenditure (millions of US dollars)",1144
"2189","Vanuatu",1995,"Tourist/visitor arrivals (thousands)",44
"2190","Vanuatu",2005,"Tourist/visitor arrivals (thousands)",62
"2191","Vanuatu",2010,"Tourist/visitor arrivals (thousands)",97.2
"2192","Vanuatu",2016,"Tourist/visitor arrivals (thousands)",95.1
"2193","Vanuatu",2017,"Tourist/visitor arrivals (thousands)",109
"2194","Vanuatu",2018,"Tourist/visitor arrivals (thousands)",116
"2195","Vanuatu",2005,"Tourism expenditure (millions of US dollars)",104
"2196","Vanuatu",2010,"Tourism expenditure (millions of US dollars)",242
"2197","Vanuatu",2016,"Tourism expenditure (millions of US dollars)",275
"2198","Vanuatu",2017,"Tourism expenditure (millions of US dollars)",289
"2199","Vanuatu",2018,"Tourism expenditure (millions of US dollars)",325
"2200","Venezuela (Boliv. Rep. of)",1995,"Tourist/visitor arrivals (thousands)",700
"2201","Venezuela (Boliv. Rep. of)",2005,"Tourist/visitor arrivals (thousands)",706
"2202","Venezuela (Boliv. Rep. of)",2010,"Tourist/visitor arrivals (thousands)",526
"2203","Venezuela (Boliv. Rep. of)",2016,"Tourist/visitor arrivals (thousands)",601
"2204","Venezuela (Boliv. Rep. of)",2017,"Tourist/visitor arrivals (thousands)",427
"2205","Venezuela (Boliv. Rep. of)",1995,"Tourism expenditure (millions of US dollars)",995
"2206","Venezuela (Boliv. Rep. of)",2005,"Tourism expenditure (millions of US dollars)",722
"2207","Venezuela (Boliv. Rep. of)",2010,"Tourism expenditure (millions of US dollars)",885
"2208","Venezuela (Boliv. Rep. of)",2016,"Tourism expenditure (millions of US dollars)",546
"2209","Viet Nam",1995,"Tourist/visitor arrivals (thousands)",1351
"2210","Viet Nam",2005,"Tourist/visitor arrivals (thousands)",3477
"2211","Viet Nam",2010,"Tourist/visitor arrivals (thousands)",5050
"2212","Viet Nam",2016,"Tourist/visitor arrivals (thousands)",10013
"2213","Viet Nam",2017,"Tourist/visitor arrivals (thousands)",12922
"2214","Viet Nam",2018,"Tourist/visitor arrivals (thousands)",15498
"2215","Viet Nam",2005,"Tourism expenditure (millions of US dollars)",2300
"2216","Viet Nam",2010,"Tourism expenditure (millions of US dollars)",4450
"2217","Viet Nam",2016,"Tourism expenditure (millions of US dollars)",8500
"2218","Viet Nam",2017,"Tourism expenditure (millions of US dollars)",8890
"2219","Viet Nam",2018,"Tourism expenditure (millions of US dollars)",10080
"2220","Yemen",1995,"Tourist/visitor arrivals (thousands)",61
"2221","Yemen",2005,"Tourist/visitor arrivals (thousands)",336
"2222","Yemen",2010,"Tourist/visitor arrivals (thousands)",1025
"2223","Yemen",2010,"Tourism expenditure (millions of US dollars)",1291
"2224","Yemen",2016,"Tourism expenditure (millions of US dollars)",116
"2225","Zambia",1995,"Tourist/visitor arrivals (thousands)",163
"2226","Zambia",2005,"Tourist/visitor arrivals (thousands)",669
"2227","Zambia",2010,"Tourist/visitor arrivals (thousands)",815
"2228","Zambia",2016,"Tourist/visitor arrivals (thousands)",956
"2229","Zambia",2017,"Tourist/visitor arrivals (thousands)",1083
"2230","Zambia",2018,"Tourist/visitor arrivals (thousands)",1072
"2231","Zambia",2005,"Tourism expenditure (millions of US dollars)",447
"2232","Zambia",2010,"Tourism expenditure (millions of US dollars)",492
"2233","Zambia",2016,"Tourism expenditure (millions of US dollars)",683
"2234","Zambia",2017,"Tourism expenditure (millions of US dollars)",653
"2235","Zambia",2018,"Tourism expenditure (millions of US dollars)",742
"2236","Zimbabwe",1995,"Tourist/visitor arrivals (thousands)",1416
"2237","Zimbabwe",2005,"Tourist/visitor arrivals (thousands)",1559
"2238","Zimbabwe",2010,"Tourist/visitor arrivals (thousands)",2239
"2239","Zimbabwe",2016,"Tourist/visitor arrivals (thousands)",2168
"2240","Zimbabwe",2017,"Tourist/visitor arrivals (thousands)",2423
"2241","Zimbabwe",2018,"Tourist/visitor arrivals (thousands)",2580
"2242","Zimbabwe",1995,"Tourism expenditure (millions of US dollars)",145
"2243","Zimbabwe",2005,"Tourism expenditure (millions of US dollars)",99
"2244","Zimbabwe",2010,"Tourism expenditure (millions of US dollars)",135
"2245","Zimbabwe",2016,"Tourism expenditure (millions of US dollars)",194
"2246","Zimbabwe",2017,"Tourism expenditure (millions of US dollars)",158
